"V1","V2"
"128824","174375"
"95656","373668"
"28207","28211"
"156807","3330"
"204844","393726"
"283599","295738"
"31784","61472"
"133344","64806"
"9781","37452"
"1733","362160"
"290594","295365"
"18394","324456"
"58740","243256"
"44597","96570"
"214833","341225"
"80986","166905"
"124511","252089"
"154403","155356"
"50437","52825"
"8363","163691"
"1212","83326"
"251408","189544"
"31784","397725"
"62052","216652"
"199739","197474"
"26598","166686"
"17701","184543"
"92053","148899"
"61290","82996"
"118399","249863"
"154963","217965"
"95757","95761"
"29643","255774"
"155607","361401"
"88171","221105"
"66432","36344"
"180289","357514"
"64006","83728"
"29643","251002"
"111632","174967"
"48242","106216"
"131579","288563"
"32828","236713"
"217520","356722"
"54193","228199"
"29062","396870"
"62168","258603"
"33384","249154"
"130003","192061"
"277999","390587"
"11637","11638"
"28485","201812"
"34257","390557"
"83137","180580"
"9609","22891"
"71396","131043"
"89330","156415"
"380783","380787"
"119453","242891"
"110647","386394"
"91794","299438"
"139805","52637"
"100250","376056"
"6370","39905"
"57477","348209"
"212020","320139"
"30651","335488"
"126403","256725"
"42840","376210"
"24330","31195"
"111231","216652"
"90302","392670"
"302997","314364"
"151702","187747"
"55736","79541"
"194246","314412"
"200066","105527"
"109511","236748"
"259487","177239"
"97679","105780"
"113298","232230"
"311055","332188"
"82064","311516"
"326935","357568"
"29829","32029"
"355742","355743"
"3920","12936"
"33394","336452"
"158280","284576"
"384387","394137"
"184596","217427"
"272149","341166"
"300810","328825"
"159877","159878"
"139072","276824"
"245131","245137"
"78651","203335"
"4739","11152"
"24567","56208"
"18396","52069"
"28901","65122"
"228180","289158"
"59742","214029"
"78989","173338"
"123036","218685"
"225991","124909"
"128208","178525"
"64878","344072"
"21988","257957"
"63848","81495"
"60718","394330"
"12096","165348"
"348973","357605"
"300531","347751"
"200295","342745"
"198778","207104"
"633","122094"
"250213","368740"
"90","354523"
"393726","395485"
"82657","212070"
"29413","89614"
"142137","288646"
"986","321289"
"21090","344184"
"8971","36885"
"85429","301924"
"341792","276824"
"14737","255589"
"212142","311055"
"1696","268858"
"8701","375817"
"218826","396350"
"62045","97479"
"127045","127046"
"35991","199855"
"259264","271727"
"362789","376056"
"80179","349549"
"187425","344351"
"37837","147569"
"185965","89674"
"138220","222427"
"365080","383627"
"36411","254959"
"109748","69015"
"139256","145482"
"196187","295103"
"109972","359650"
"85429","119452"
"29405","280670"
"6170","98535"
"390009","396427"
"180628","74440"
"225357","264255"
"244165","344976"
"10132","73815"
"278728","345340"
"106191","214364"
"95005","14899"
"387580","164079"
"104281","146515"
"63335","164581"
"2027","220971"
"16124","347691"
"18426","127949"
"23081","265678"
"50812","184800"
"29425","77231"
"16126","263733"
"145418","277684"
"1602","16018"
"221090","401914"
"107157","202075"
"288595","321974"
"299435","193516"
"286459","298633"
"212752","222402"
"223528","177760"
"11181","41970"
"180628","244299"
"45868","283802"
"34580","191927"
"73696","227652"
"100455","398826"
"312085","235070"
"101192","263054"
"31798","140497"
"23451","308793"
"49051","49053"
"246563","246565"
"179379","398826"
"175456","85817"
"95764","184612"
"132836","155595"
"99964","360004"
"390107","390108"
"6709","205346"
"228517","362544"
"45905","289847"
"50462","100289"
"111660","111662"
"76168","115324"
"904","93475"
"17326","171402"
"160493","282777"
"35797","75578"
"121285","168703"
"359061","365531"
"154939","166632"
"40320","53493"
"302639","331333"
"110343","336805"
"6322","318598"
"115491","129375"
"191482","208730"
"174453","204181"
"222378","234208"
"33379","33384"
"156484","311486"
"56333","331983"
"4264","253741"
"178549","324726"
"289910","290679"
"90","188820"
"5197","34336"
"127046","345269"
"320257","311376"
"76619","243682"
"29597","221669"
"158082","329395"
"128600","166905"
"159040","134754"
"376642","388404"
"824","68959"
"77169","194756"
"55279","260243"
"60697","379700"
"146344","212231"
"182488","250204"
"18088","321289"
"187264","326522"
"254427","377990"
"163348","188073"
"169878","169880"
"257","104729"
"200297","54325"
"91797","350128"
"61721","125653"
"17461","103986"
"216547","226152"
"98998","384564"
"145476","200205"
"21941","400045"
"13225","41775"
"204100","251356"
"148","93553"
"178728","178730"
"338962","285678"
"31818","300691"
"20302","93037"
"284423","304351"
"278728","294284"
"239958","352085"
"110272","110273"
"7606","199354"
"264640","327420"
"17461","238525"
"312092","221460"
"31301","122893"
"9811","225940"
"102339","234730"
"245005","288595"
"45653","122094"
"284295","308657"
"105516","194756"
"23080","23081"
"109732","317833"
"196349","50448"
"282777","375870"
"228517","228519"
"226986","295235"
"117528","174988"
"187378","151198"
"126313","200271"
"15105","158587"
"28003","398124"
"274734","293758"
"32828","73569"
"84043","99624"
"141568","98717"
"1602","400145"
"223826","321379"
"134015","277654"
"175586","393175"
"575","658"
"19260","33895"
"156611","69227"
"43165","229093"
"168584","200162"
"54560","64129"
"241431","340904"
"128781","251964"
"20674","20676"
"10177","189803"
"108567","209188"
"234870","99789"
"151939","166867"
"30822","32959"
"319083","316699"
"116396","298132"
"221531","140596"
"32526","158753"
"94289","267938"
"52713","99118"
"28888","50448"
"145482","329970"
"110656","336262"
"85080","322758"
"28723","97047"
"62982","156731"
"399392","68283"
"100455","127865"
"191968","262636"
"53196","58349"
"299002","303224"
"38315","40349"
"34074","73881"
"103829","142816"
"68278","106216"
"149579","346021"
"6580","356815"
"9609","38039"
"17701","242922"
"283896","303856"
"30521","107965"
"65226","65589"
"313320","313321"
"136244","69015"
"231217","254022"
"288218","354347"
"31164","218826"
"164663","108541"
"29643","245057"
"6170","365112"
"260865","120549"
"64792","278740"
"33247","37837"
"122253","402336"
"44139","376852"
"68950","354950"
"143427","78045"
"37602","131307"
"82420","329446"
"68959","229492"
"224825","233457"
"160230","377922"
"342704","346178"
"40880","390945"
"273964","273965"
"42477","48881"
"221426","276706"
"134943","293015"
"145091","288595"
"42062","42064"
"273064","273066"
"163348","271260"
"8012","395485"
"225134","294584"
"28862","152505"
"56275","63115"
"172181","100855"
"213264","316565"
"168865","123405"
"40758","101674"
"162974","272959"
"136150","139315"
"180790","42179"
"154963","174559"
"2298","151822"
"320139","283554"
"16176","24846"
"351114","227923"
"81922","236717"
"101682","131515"
"38486","393545"
"75072","123551"
"219958","381487"
"181690","233393"
"154571","397575"
"108073","208815"
"44335","165297"
"67295","376001"
"31947","361810"
"78123","370533"
"147569","215557"
"49011","257994"
"169595","351068"
"40083","68426"
"106181","297502"
"148425","318821"
"101502","297398"
"38200","38202"
"186610","208715"
"201861","218058"
"77784","149482"
"149039","203543"
"289825","340601"
"103619","103620"
"2315","173153"
"219093","202220"
"157763","168610"
"60376","327492"
"237283","242171"
"46451","102987"
"69529","388848"
"217635","35460"
"212231","387104"
"33384","326175"
"219318","284834"
"70040","84139"
"323312","332739"
"84961","129459"
"38207","111070"
"239370","248165"
"249070","313509"
"188510","193307"
"29550","271121"
"16107","22821"
"34912","114809"
"28207","102941"
"23717","221309"
"183035","359655"
"312254","389958"
"450","28296"
"88044","127103"
"245005","288594"
"137808","187408"
"142571","45199"
"31347","395873"
"71659","81826"
"167878","218311"
"247827","156706"
"218034","225107"
"160667","194429"
"101682","330328"
"192057","166838"
"321668","371558"
"31301","244723"
"338122","338123"
"60381","95862"
"192582","134663"
"634","15367"
"110037","121217"
"56400","149696"
"106439","216046"
"78948","261923"
"160195","178061"
"257994","381444"
"132804","132806"
"13099","296519"
"77967","155861"
"180790","170140"
"171117","112982"
"180626","353587"
"68285","261527"
"80776","87434"
"257233","386545"
"71210","386522"
"360802","384918"
"29036","54786"
"364463","383978"
"13933","93583"
"384257","145482"
"136828","145706"
"185970","7068"
"165205","232230"
"284267","216046"
"56390","128193"
"37885","42064"
"25455","135668"
"67553","377001"
"346600","369482"
"159032","144069"
"365168","365170"
"57074","148740"
"367648","342745"
"21371","21372"
"19233","170291"
"79613","196976"
"78123","180227"
"38860","162598"
"61180","144086"
"824","826"
"222378","222379"
"94752","137992"
"82064","107495"
"7634","286668"
"153789","222386"
"3337","180586"
"168164","216468"
"206632","229470"
"17660","78431"
"72786","303693"
"18477","79536"
"87743","344880"
"79536","141506"
"191838","311133"
"71212","391883"
"24969","343184"
"181579","181580"
"224294","139315"
"376852","157238"
"265150","297544"
"77167","92662"
"103298","156372"
"314311","314313"
"17326","340601"
"42023","144228"
"69540","78277"
"29643","33384"
"41783","89620"
"221426","155375"
"112643","108415"
"365815","287466"
"29643","375068"
"13774","237053"
"151634","158280"
"184612","268831"
"6580","225278"
"156546","328342"
"284267","338806"
"135152","376009"
"208071","384598"
"144139","253298"
"26220","70360"
"124921","349928"
"110877","293370"
"68903","344611"
"189669","200219"
"275135","345269"
"267765","188820"
"16121","61186"
"14822","35951"
"85688","312523"
"82029","141571"
"64667","26306"
"35029","331851"
"72909","218752"
"196445","98359"
"70460","179351"
"13965","242215"
"209341","341971"
"231230","208815"
"114250","259793"
"164722","324669"
"42176","308154"
"365156","185315"
"22821","174968"
"90","259400"
"185822","376678"
"126087","286668"
"16121","162797"
"64504","118690"
"37770","52685"
"184803","276706"
"394764","142816"
"352971","364875"
"52685","138622"
"144343","253539"
"265516","295672"
"110737","348209"
"67212","169986"
"54744","78922"
"16309","194326"
"104344","366775"
"184103","352846"
"206450","393219"
"74547","105549"
"126049","284592"
"24322","125510"
"25904","259400"
"357153","378226"
"140820","182236"
"24132","160417"
"316699","325352"
"361453","363274"
"247736","283554"
"52971","126319"
"2967","348469"
"168955","262048"
"108863","250774"
"32611","172920"
"29054","236259"
"156546","311906"
"9535","130149"
"174559","291812"
"261923","335845"
"66017","116895"
"49611","290875"
"291134","237301"
"18394","38092"
"291618","313988"
"13400","381539"
"231564","268796"
"85563","359332"
"65545","368345"
"159040","392965"
"9251","15937"
"228199","311486"
"36870","214141"
"145140","185626"
"17556","70491"
"212298","224056"
"104281","253172"
"289127","289133"
"38134","101674"
"273656","155450"
"122253","271192"
"17685","36847"
"402336","402411"
"31818","115238"
"192441","219765"
"203543","374010"
"143876","387409"
"92828","112865"
"201213","306507"
"210042","210044"
"261527","293541"
"217093","298248"
"82949","117192"
"205319","257266"
"15229","154403"
"33926","9210"
"18014","319303"
"189493","376108"
"94283","392965"
"18053","348653"
"37770","135361"
"17346","308118"
"201370","386144"
"106173","293758"
"112069","250281"
"87073","112995"
"40320","94558"
"14890","51569"
"5819","114990"
"230917","254941"
"148897","300403"
"59788","61891"
"91617","285939"
"166520","218824"
"7606","97386"
"81379","310974"
"42058","95846"
"68426","129452"
"18014","55004"
"40417","121794"
"348953","348957"
"207406","390261"
"268354","10449"
"170342","116051"
"17660","296891"
"177256","345142"
"147122","211180"
"153910","154571"
"293767","328855"
"83300","201213"
"241818","251787"
"36294","40577"
"176822","217146"
"41486","101521"
"129362","212528"
"5206","106057"
"392152","396806"
"362763","378812"
"163204","309397"
"309397","309399"
"96072","163962"
"31818","95757"
"389368","389370"
"986","105981"
"259864","303788"
"98246","179466"
"82937","77006"
"29568","344351"
"225927","226318"
"228180","269961"
"157734","244154"
"254959","128608"
"11181","45755"
"93007","226391"
"106241","28715"
"69585","109734"
"75124","375097"
"278535","361275"
"57241","174453"
"192387","283511"
"48396","185819"
"91438","115215"
"33081","179208"
"155579","205768"
"29062","91158"
"61600","227873"
"8947","26757"
"46046","259708"
"24459","93007"
"17208","44646"
"54056","161183"
"106379","155595"
"86422","226549"
"49051","74686"
"360965","398826"
"255265","30617"
"157192","325436"
"5716","119665"
"180790","329698"
"15719","52107"
"14367","218034"
"123518","253684"
"373691","394045"
"113533","56390"
"49177","192406"
"248217","291025"
"109511","93548"
"75207","315191"
"26150","268483"
"219202","293278"
"35509","279372"
"97047","108415"
"165392","219093"
"208359","216470"
"172181","282442"
"109972","112704"
"336484","259578"
"90","160155"
"112136","151702"
"44723","128647"
"12575","172702"
"18655","237053"
"29924","401710"
"159624","178730"
"35029","159606"
"259325","279291"
"107337","123529"
"357519","387442"
"251408","281013"
"51041","128642"
"80552","301924"
"6801","217996"
"73540","358518"
"259806","278080"
"135360","135361"
"93187","284592"
"150562","227230"
"6449","358890"
"231217","252433"
"228275","167493"
"402336","137824"
"29643","364919"
"392323","348469"
"104281","104282"
"79536","688"
"101993","226471"
"49988","74686"
"37052","55169"
"105993","313321"
"3391","257908"
"90302","137654"
"384057","384060"
"148039","41812"
"149415","180330"
"297007","323197"
"17556","76170"
"79484","170604"
"89747","130845"
"69468","150564"
"107585","173933"
"192788","286948"
"80986","229518"
"214380","353587"
"390587","391253"
"72513","342344"
"3036","358790"
"26175","310167"
"22544","157238"
"72527","142756"
"94065","151559"
"273848","303224"
"25335","147502"
"296268","311151"
"28732","134807"
"189959","393504"
"19980","41286"
"44139","318085"
"128789","267591"
"138145","138530"
"82864","74686"
"17556","299340"
"236121","331600"
"61375","128642"
"7494","141967"
"188510","20168"
"13000","31495"
"15178","42287"
"33379","144992"
"29246","267938"
"1349","225278"
"234515","170291"
"350848","354593"
"298544","301698"
"192360","87743"
"138145","100635"
"3971","3973"
"22821","32091"
"68285","219022"
"3454","3458"
"50306","109554"
"58478","114186"
"94479","34629"
"10539","105993"
"136828","156852"
"350125","350128"
"72581","79808"
"13106","399580"
"904","174968"
"36880","186302"
"37895","100635"
"144945","78431"
"376856","201852"
"8590","100390"
"184141","5179"
"4095","11960"
"29642","118214"
"204181","237976"
"324046","325436"
"290568","395855"
"49988","277193"
"280483","15457"
"90020","313591"
"29455","188952"
"172191","331167"
"12644","19023"
"17660","334881"
"62722","70460"
"120243","214792"
"224670","360808"
"17023","221765"
"212231","386327"
"327984","354209"
"670","183560"
"176441","364875"
"313078","354199"
"94167","42977"
"152439","221460"
"48881","65143"
"97679","13007"
"66197","216868"
"63335","1316"
"11710","335281"
"54908","89837"
"141137","141139"
"8182","181161"
"140630","315995"
"384263","398665"
"9210","296116"
"37890","125660"
"5373","19679"
"54531","289133"
"69585","326297"
"322253","350848"
"181580","87844"
"318944","26310"
"195183","283634"
"156468","262911"
"226152","264000"
"173881","303788"
"45199","112704"
"295228","302137"
"54573","329395"
"127973","328756"
"48809","92229"
"53493","114912"
"69540","375043"
"201653","236737"
"62045","88680"
"46046","362647"
"144070","20575"
"55969","132446"
"441","390750"
"117822","203546"
"329445","330032"
"50941","135317"
"196274","325986"
"6580","185653"
"25335","362763"
"104428","372854"
"13413","262678"
"174416","292812"
"144744","391865"
"236600","236601"
"120872","124725"
"94427","376001"
"28732","219280"
"38202","108241"
"90","10252"
"114435","114440"
"149558","158327"
"143992","292178"
"205846","216200"
"141058","170391"
"102774","112995"
"12604","301718"
"266433","315995"
"104699","152052"
"41877","339968"
"71884","293462"
"358890","337309"
"124420","208143"
"60718","119835"
"197101","218105"
"33889","205319"
"64469","387578"
"32726","284133"
"389997","148700"
"99197","14737"
"12644","56100"
"407","448"
"88312","197474"
"54379","83624"
"194257","284541"
"313216","203627"
"359715","378414"
"34771","225923"
"235647","325553"
"138721","239201"
"2563","99957"
"217188","276361"
"281729","340063"
"237177","398644"
"335154","391692"
"195736","393438"
"32955","109511"
"18906","83450"
"1733","25982"
"54467","241387"
"16497","316861"
"98520","125536"
"387578","387586"
"128058","330032"
"117828","349515"
"341195","401160"
"35285","26553"
"121475","121476"
"8590","81856"
"184803","260891"
"114250","360002"
"18546","251323"
"71212","244258"
"15457","260783"
"330854","353522"
"12644","202075"
"44214","157125"
"4781","78395"
"71783","311431"
"184683","189882"
"7494","234384"
"248692","330328"
"26273","379788"
"135034","324075"
"82212","243929"
"6801","128608"
"242317","341202"
"103329","131863"
"324848","345142"
"47897","106397"
"140633","194257"
"46811","314313"
"298917","347026"
"97661","189544"
"236600","326014"
"270116","335077"
"50042","176020"
"10227","57435"
"273081","127885"
"407","95584"
"213334","388023"
"131195","221426"
"358534","358536"
"90559","103927"
"100833","141137"
"159624","178728"
"395286","400308"
"5373","381066"
"69787","357567"
"13400","23717"
"52154","88618"
"128852","210304"
"91638","147122"
"16126","16128"
"12812","50134"
"128852","164395"
"368740","276594"
"11487","359291"
"262911","261180"
"154939","220342"
"352371","352377"
"142957","196604"
"210078","269890"
"169878","74626"
"79895","162797"
"53645","141234"
"39264","75124"
"205021","223757"
"41486","344707"
"175826","289865"
"80778","32029"
"361453","306541"
"230606","277684"
"2549","348282"
"54668","40590"
"374904","387337"
"104116","189803"
"32478","253000"
"156810","328825"
"12010","12916"
"28152","10555"
"260444","323020"
"312092","327492"
"46253","179229"
"293369","293370"
"129362","394059"
"178524","178525"
"381612","381614"
"8721","289956"
"37450","228680"
"2194","352083"
"105131","387419"
"312254","260243"
"314500","326762"
"106784","296116"
"64878","302639"
"47528","331167"
"145091","167206"
"95309","140206"
"26754","131341"
"141047","55004"
"126024","271214"
"128789","327497"
"87418","101427"
"252089","268831"
"68285","192372"
"196603","200245"
"6170","373680"
"132569","142421"
"96719","176020"
"243577","326522"
"84132","84133"
"127152","293541"
"32936","228256"
"353546","358890"
"85070","355315"
"21988","272219"
"66693","79741"
"93036","257957"
"17507","64806"
"8006","222120"
"61292","82996"
"154776","242055"
"25029","357682"
"363154","298130"
"217188","134794"
"109407","374161"
"144430","293371"
"64370","145706"
"236564","239943"
"42856","374084"
"83772","398124"
"91207","91210"
"95522","95525"
"68880","180790"
"20877","159160"
"132570","241314"
"157734","246185"
"128789","265069"
"155286","212142"
"68285","254941"
"1316","300850"
"32264","49611"
"62683","390782"
"16128","79466"
"67560","223528"
"36870","283490"
"60303","105403"
"53956","251445"
"90","199855"
"76188","192406"
"3163","93583"
"219318","179378"
"83936","85516"
"22933","241021"
"130501","145947"
"72581","265701"
"47357","103158"
"140222","290323"
"400427","327236"
"268496","268497"
"132806","158280"
"10687","1696"
"97613","172128"
"114138","13876"
"180980","196976"
"218752","253298"
"5035","18769"
"94166","94301"
"56160","167123"
"123034","182693"
"64450","139847"
"6244","350438"
"117034","117036"
"31079","86918"
"85070","85815"
"111231","192171"
"120928","120931"
"67517","360965"
"71102","45755"
"158370","237928"
"293368","293370"
"56347","70527"
"66096","154265"
"83142","374904"
"236564","236568"
"1959","200186"
"245159","275554"
"148037","171781"
"4311","81760"
"257727","360652"
"66124","84168"
"203546","348282"
"271596","316699"
"95308","50448"
"197457","318328"
"63831","174416"
"89358","180521"
"77001","325530"
"138721","326173"
"48242","342344"
"47719","59348"
"106241","352377"
"196603","169160"
"91161","103199"
"16107","223826"
"21046","90451"
"29153","378459"
"21862","215705"
"239861","155306"
"95258","106411"
"17314","286336"
"18453","220342"
"6244","177715"
"177239","313509"
"80778","117665"
"297844","366920"
"210042","254898"
"9596","221460"
"113434","137237"
"46240","18353"
"13287","263035"
"69227","300704"
"97001","248257"
"62052","13876"
"196290","385256"
"337012","303607"
"83300","251959"
"120173","155607"
"4047","283490"
"34074","343814"
"226673","295488"
"332311","334901"
"26150","364276"
"87418","218769"
"268516","347994"
"50823","208785"
"9771","361453"
"35931","329970"
"9999","200205"
"248762","126170"
"633","15367"
"13287","35634"
"40246","289127"
"144343","108162"
"78948","75627"
"316513","246718"
"54586","54587"
"96527","390766"
"97190","180626"
"207646","305644"
"976","318598"
"307478","328816"
"274953","91066"
"74998","129521"
"6488","13268"
"127103","376542"
"8363","179229"
"1042","16570"
"37149","75375"
"94038","104282"
"127865","98355"
"78922","214696"
"101057","151355"
"81495","141242"
"34865","34868"
"142793","306541"
"121248","145418"
"86485","203627"
"290323","291326"
"131220","339968"
"333711","353841"
"6015","7379"
"264977","344351"
"56400","271260"
"270436","244858"
"20386","159165"
"145503","116051"
"1590","5355"
"228180","288595"
"4645","141234"
"160811","227650"
"73811","163666"
"259952","79741"
"116360","114990"
"91638","93526"
"178336","185773"
"39744","47028"
"91601","126367"
"319300","177643"
"22392","107569"
"378989","386144"
"6488","275670"
"275554","274594"
"17660","135942"
"104380","353367"
"159927","159929"
"5716","20438"
"186312","313728"
"382724","34903"
"90","282642"
"67295","246806"
"349285","350454"
"333131","37704"
"376183","348937"
"75402","225940"
"340781","361401"
"75848","381529"
"116690","109645"
"354589","391033"
"109971","109972"
"50035","50037"
"45245","113189"
"11056","295365"
"221255","256529"
"222697","258110"
"121248","135409"
"8136","24420"
"84462","390108"
"135867","201861"
"62025","179904"
"103158","168953"
"67560","120816"
"206773","83624"
"230882","255265"
"325468","345250"
"66827","278737"
"71960","85684"
"147069","119774"
"216879","348953"
"17171","349928"
"244227","90146"
"57207","390894"
"300062","267591"
"389871","396870"
"100379","400067"
"6286","256662"
"358786","358788"
"6015","227253"
"273639","398868"
"101961","128781"
"123590","134754"
"5197","11638"
"169876","169878"
"29643","242295"
"163053","163059"
"81725","296446"
"575","2606"
"54600","249485"
"379471","388667"
"293893","322539"
"181161","229408"
"128509","204657"
"239213","260865"
"46638","138881"
"377546","382088"
"187854","199907"
"93475","128929"
"51865","132258"
"55736","115692"
"71431","150190"
"12697","368140"
"25982","101427"
"47947","168720"
"7606","124021"
"87334","246142"
"11181","168287"
"107720","401160"
"78539","132991"
"270951","319086"
"244608","306218"
"173931","173933"
"173153","282646"
"169805","143724"
"395304","395590"
"70040","360808"
"259487","266433"
"393219","393222"
"98955","197474"
"88527","179351"
"23943","27498"
"45199","88787"
"144343","254442"
"111632","15937"
"22784","29643"
"107629","167666"
"401095","401182"
"31164","277998"
"84239","400145"
"94468","94470"
"156546","321013"
"133210","133217"
"88527","88529"
"60358","129804"
"169353","169426"
"210292","84133"
"179904","5179"
"226574","293541"
"85830","93187"
"3791","257957"
"116964","260444"
"4311","141881"
"106193","335587"
"192360","97674"
"85691","402479"
"289042","400308"
"17072","239201"
"157665","273965"
"21941","72115"
"12310","206435"
"56442","72263"
"39559","170911"
"159705","197595"
"53956","287313"
"137946","158462"
"20560","20168"
"156731","179087"
"71210","250213"
"312254","156810"
"312092","328825"
"54256","372126"
"51848","385932"
"197721","262906"
"33818","69404"
"377627","325336"
"79270","179680"
"246185","400164"
"45051","172340"
"11024","41950"
"78123","352144"
"212332","212752"
"71884","173059"
"107569","346021"
"90602","262386"
"170716","260571"
"102539","162598"
"104911","206514"
"106173","394942"
"15457","385452"
"312085","392935"
"36389","369148"
"157763","360808"
"303110","328834"
"178336","277453"
"1275","9999"
"346370","205009"
"203335","267589"
"293459","259326"
"109385","125536"
"122165","253799"
"124819","304025"
"57550","218105"
"106624","284786"
"69278","213862"
"273639","337816"
"93372","335281"
"154939","320706"
"113152","282777"
"19604","11960"
"10661","72690"
"179610","236568"
"246301","349793"
"92111","94903"
"207221","344438"
"237402","185626"
"34577","167137"
"100182","242404"
"267938","347295"
"4781","4786"
"58088","172181"
"121361","158577"
"9943","179641"
"69015","365447"
"54882","388461"
"156468","277193"
"21988","327487"
"170519","135006"
"39572","85565"
"42023","85561"
"40254","349542"
"192438","207699"
"284295","156706"
"200786","224586"
"92523","40822"
"139830","141242"
"237388","57074"
"334632","85817"
"213862","396350"
"110877","394669"
"14058","126747"
"334955","391096"
"118609","181843"
"10539","36344"
"237564","226496"
"85771","217123"
"34967","37895"
"39287","399041"
"203331","203335"
"268354","270951"
"54976","209134"
"16847","229841"
"297896","81760"
"20386","158598"
"230980","327824"
"17645","238266"
"208582","270134"
"78989","328825"
"194936","194941"
"26644","54531"
"113298","99414"
"85080","95862"
"90020","196468"
"48807","89620"
"130149","147679"
"46046","336790"
"160700","215027"
"7494","95584"
"51511","278535"
"75275","283599"
"45352","148311"
"904","17615"
"235647","389696"
"126369","186306"
"234143","359116"
"65589","132109"
"58443","294425"
"55408","68283"
"235139","333076"
"261397","264155"
"48242","73315"
"71884","78344"
"327483","334199"
"263992","319845"
"9659","55004"
"51354","91234"
"395793","395873"
"13039","186302"
"17171","246185"
"72520","240438"
"99964","182367"
"123755","256725"
"67593","61845"
"37753","59591"
"79895","186556"
"36870","312092"
"51569","188898"
"99957","109554"
"75124","161634"
"61843","61845"
"124553","136020"
"92053","341771"
"120342","130519"
"20574","109112"
"57207","336214"
"78277","382746"
"74765","180506"
"143427","232017"
"51563","18426"
"103620","26553"
"136244","269087"
"214048","335929"
"352074","363090"
"103983","117219"
"293369","260166"
"290477","136318"
"101663","287313"
"101642","282646"
"244608","337019"
"915","146295"
"51563","243131"
"277999","240438"
"61672","135942"
"106191","317169"
"291524","323051"
"237947","311906"
"81826","197577"
"117034","201433"
"72733","365168"
"72515","113344"
"161542","316565"
"9535","41810"
"128208","182367"
"111118","49891"
"136828","223528"
"73837","130793"
"49949","301635"
"270607","350072"
"83808","282442"
"113152","164395"
"174455","273642"
"52971","195252"
"96068","179351"
"14737","376856"
"1370","1371"
"140595","140596"
"189656","382012"
"104469","120970"
"73133","142609"
"298132","344443"
"146304","92662"
"116168","123279"
"45051","78194"
"212070","220138"
"21723","85504"
"280759","305959"
"30766","57352"
"264515","285560"
"3518","268531"
"375390","393313"
"54325","333041"
"4712","16770"
"315410","303788"
"68443","219201"
"62274","62280"
"255398","259400"
"85684","146174"
"70194","26310"
"47028","105519"
"121285","173856"
"58823","108241"
"28061","138220"
"264000","346018"
"124420","256662"
"91500","122962"
"50071","52400"
"42509","237906"
"407","53836"
"132569","298248"
"165392","389997"
"1776","181126"
"320139","351350"
"70485","91077"
"101285","276102"
"59591","61335"
"255546","259264"
"98728","143505"
"155450","310040"
"19006","400544"
"75703","139847"
"4558","4559"
"207104","284576"
"78928","325372"
"179623","302137"
"47547","100289"
"377990","393504"
"9659","184061"
"166551","326173"
"5326","13413"
"94825","359715"
"320706","126026"
"54538","113825"
"118233","272219"
"377627","129459"
"380783","215705"
"407","1602"
"341795","355913"
"135584","326650"
"279129","268798"
"50071","180626"
"339256","25029"
"75915","360652"
"158462","170604"
"149558","165297"
"27801","390945"
"89439","78655"
"75072","211095"
"51569","78123"
"77878","105856"
"85563","331499"
"249374","277453"
"179910","255097"
"77001","77006"
"73587","168865"
"226397","338240"
"198299","321965"
"135898","354824"
"331224","331227"
"81909","236748"
"30691","324075"
"37883","41697"
"96113","219648"
"45600","254418"
"86918","401090"
"4786","170604"
"103986","389665"
"29643","125780"
"148425","295103"
"33384","75600"
"27659","14568"
"108162","188371"
"8481","65494"
"98513","138852"
"352371","358534"
"137904","386998"
"13933","147071"
"10748","96036"
"183892","14565"
"134363","379101"
"72822","162318"
"2935","170391"
"2498","130791"
"222257","111662"
"99470","57351"
"320257","345314"
"222257","230013"
"38022","134363"
"373858","58349"
"142800","247540"
"55232","168235"
"118487","213405"
"184543","208555"
"181843","312752"
"35460","227222"
"172028","217194"
"41326","51619"
"9251","200477"
"113434","259864"
"254236","273639"
"216879","194429"
"336214","259553"
"61292","126120"
"14333","18208"
"26644","311431"
"296446","336484"
"145831","155375"
"312752","286757"
"211095","36286"
"62856","190937"
"272937","322856"
"350848","172253"
"138220","83616"
"33384","54256"
"32526","41031"
"144070","118957"
"67517","11284"
"95900","184683"
"72783","149045"
"75364","18988"
"211347","223152"
"290323","329698"
"254427","274915"
"167842","237566"
"225991","249485"
"12096","98596"
"63606","120816"
"141047","234578"
"47912","281438"
"149415","339968"
"13437","29153"
"169805","286318"
"95941","373433"
"114062","135942"
"348454","348456"
"28349","32726"
"42178","42179"
"17615","112541"
"9535","313563"
"189855","189857"
"71439","370533"
"81725","118835"
"4120","212070"
"198368","231403"
"41265","235999"
"127080","217045"
"3308","79790"
"218685","391288"
"74765","358484"
"244145","90527"
"41486","7296"
"75364","75366"
"193865","318944"
"1959","88312"
"82774","243256"
"215859","253741"
"277684","374326"
"91617","277458"
"307912","98728"
"214147","251787"
"34679","170871"
"192763","213862"
"114617","341201"
"183892","192157"
"2283","236672"
"164663","164668"
"174472","225301"
"167792","325663"
"4311","174968"
"149465","254461"
"209188","224454"
"85684","225134"
"34868","131125"
"52156","121217"
"35328","315776"
"222257","303607"
"138721","292178"
"2315","20168"
"3518","50448"
"90559","228815"
"90559","95757"
"136150","154266"
"120970","233120"
"42176","229093"
"260482","382496"
"70630","401112"
"26206","73587"
"79808","209134"
"31195","40822"
